category,channel,etc,maker,nReview,nSold,options,price,productName,site_productID,updateDate,url
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61vIwxjW5jL._AC_UL320_.jpg,,743,,,"$43.98,$46.99","Hair Dryer 1875W, Negative Ionic Fast Dry Low Noise Blow Dryer, Professional Salon Hair Dryers with Diffuser, Concentrator, Styling Pik, 2 Speed and 3 Heat Settings",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/511q7tiIl0L._AC_UL320_.jpg,,109,,,$163.99,"Skin Research Institute Salon Dry Pro - Red Light Therapy Professional Salon Ceramic Ionic Volumizer, Styler, Hair Blow Dryer 1875W Dual Voltage | Free Concentrator Diffuser and Comb Attachments",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71e-S4HbACL._AC_UL320_.jpg,,75,,,$121.79,Paul Mitchell Pro Tools Express Ion Dry & Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71MQt+bErIL._AC_UL320_.jpg,,"1,251",,,"$29.80,$35.06","KIPOZI 1875W Hair Dryer, Nano Ionic Blow Dryer Professional Salon Hair Blow Dryer Lightweight Fast Dry Low Noise, with Concentrator, Diffuser, 2 Speed and 3 Heat Settings",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/81OWMkO-mwL._AC_UL320_.jpg,,28,,,,"Pibbs TTECO8029 Twin Turbo 3800 Professional Ionic and Ceramic Hair Dryer, Red, 2100 Watt",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/81gwI6d5JyL._AC_UL320_.jpg,,342,,,$29.97,"REMINGTON Pro Hair Dryer with Thermaluxe Advanced Thermal Technology, Purple, AC9140S",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71eQxz2xTZL._AC_UL320_.jpg,,112,,,$39.88,"Light Weight Salon Hair Blow Dryer 2000W Low Noise with Powerful Professional Hair Dryer Negative Ionic Ceramic Technology, Quick Drying with AC Motor,2 Speed 3 Heat Settings and Cool Button-WhiteBlue",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71TiSk5pGfL._AC_UL320_.jpg,,12,,,$14.47,"DIY Stylist Petite and Powerful 1875W Compact Fast Drying Hair Dryer, White",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71KG9xqCesL._AC_UL320_.jpg,,723,,,$27.00,"Panasonic Dryer Noise Suppression Type EH-KA1A-VP, Vivid Pink",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/419KQqjeK+L._AC_UL320_.jpg,,173,,,$31.15,"Andis 30765 1600-Watt Quiet Ionic Hang Up Wall Mounted Hair Dryer With Night Light, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71A3mTJ4+YL._AC_UL320_.jpg,,247,,,"$28.50,$29.99","BaBylissPRO BABNT5510 Nano Titanium Bambino Compact Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51uE-AYNCVL._AC_UL320_.jpg,,8,,,$34.99,Princely 1875W(2300wattage) Professional Hair Dryer/120KM/H airflow speed/3 Heat 2 Speed Setting/Tourmaline Ionic Ceramic Hair Blow dryer AC Motor Hair Blower,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71UObcINJyL._AC_UL320_.jpg,,251,,,$49.99,Xtava Pro Hair Dryer with Diffuser - Salon Grade Professional 1875 Watt Blow Dryer for Hair Styling - Frizz Control Volumizer Blowdryer with Concentrator Nozzle Attachment and Cool Shot Button - Black,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/81VRm41AmXL._AC_UL320_.jpg,,175,,,$49.39,Allure Turbo 4300 Tourmaline/Ceramic/Ionic Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51RAphI+j-L._AC_UL320_.jpg,,59,,,$26.98,"Milantia Hair Dryer Folding, Professional Powerful 1600W Negative Ion Ceramic Tourmaline Lightweight Travel Blow Dryer, Portable Compact Size Quiet Small Hair Dryer with Concentrator/Nozzle",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51kaFZXivSL._AC_UL320_.jpg,,196,,,"$37.98,$39.90",Pro Beauty Tools Professional 1875W Ionic AC Motor Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61Ap7e4s5iL._AC_UL320_.jpg,,"2,656",,,"$15.98,$16.99","Conair 1875 Watt Mid-Size Styler Hair Dryer, White",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61C9U--XlpL._AC_UL320_.jpg,,24,,,$38.99,"Ionic Hair Dryer, 1800W Professional Blow Dryer (with Powerful AC Motor), Negative Ion Technolog, 3 Heating/2 Speed/Cold Settings, Contain 2 Nozzles and 1 Diffuser, for Home Salon Travel Pregnant Kid",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71NnvijQATL._AC_UL320_.jpg,,213,,,$69.99,BaBylissPRO BAB307 2000 Watt Turbo Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71QHz254Y6L._AC_UL320_.jpg,,393,,,$31.99,"One Step Hair Dryer and Styler, Hair Dryer Brush, 3 in 1 Hot Air Brush - Negative Ion Hair Dryer, Straightener & Curler",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61e9aKW3HiL._AC_UL320_.jpg,,85,,,$15.99,"Universal Hair Diffuser-Adaptable for hair Dryers with D-1.4-Inch to 2.6-Inch,Professional Blow Dryer Diffuser to Maximize Frizz-Free Volume And Enhance Natural Curly Hair (Black)",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/514vsPFeraL._AC_UL320_.jpg,,509,,,"$101.42,$109.18",Centrix Q-Zone Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71X1pNfdX5L._AC_UL320_.jpg,,"4,016",,,$79.99,"BaBylissPRO BABNT5548 Nano Titanium Hair Dryer, 2000 Watt",,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/512fX-v31QL._AC_UL320_.jpg,,67,,,$72.99,Gold N Hot Professional 1200W Full Hood Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61CGX1XNDcL._AC_UL320_.jpg,,54,,,"$11.00,$24.95",Drybar Guide to Good Hair for All: How to Get the Perfect Blowout at Home,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71ncCcM13yL._AC_UL320_.jpg,,"2,427",,,$24.92,"Remington Pro Hair Dryer with Pearl Ceramic Technology, Black/Pink, AC2015",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71ZOJLm-0sL._AC_UL320_.jpg,,405,,,$14.49,Conair 1875 Watt Turbo Hair Dryer; Black,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61hPC4nBWvL._AC_UL320_.jpg,,177,,,"$24.34,$27.99",Revlon 1875 Watt 3-in-1 Styling Hatchet Hair Dryer,,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61jtfiOLfkL._AC_UL320_.jpg,,138,,,"$39.99,$49.99","YOUR FIRST REAL IONIC SYSTEM HAIR CARE DRYER Ribivaul 1875W Compact & Lightweight Hair Dryer,Pro Ion quiet Hairdryer with 2 Speed 3 Heat Settings Cool Button,Negative Ionic Dryer,Travel Hair Dryer",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51UQwXciTJL._AC_UL320_.jpg,,334,,,"$41.40,$44.99",Revlon Ionic Soft Bonnet Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51gLymCvP7L._AC_UL320_.jpg,,268,,,$199.00,"ghd Air Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/615jc-MYTNL._AC_UL320_.jpg,,47,,,$15.99,"SwanMyst Hair Dryer Professional 1875 Watt AC Motor, Ionic Ceramic Tourmaline Lightweight Blow Dryer for Faster Drying & Maximum Shine",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61S50W3B43L._AC_UL320_.jpg,,75,,,$33.99,"BARBOZ Hair Dryer, Powerful Home Lonic Hair Blow Dryer for Fast Drying, Foldable Hair Blower with Hot，Warm，Cold Settings and Contains Concentrator and Diffuser, Low Noise, Lightweight",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71PlZqafLML._AC_UL320_.jpg,,141,,,$35.06,"KIPOZI Pro 1875 W Negative Ions Hair Dryer Ceramic Fast Dry Lightweight Hair Blow Dryer with 2 Speed and 3 Heat Settings,Diffuser Concentrator &Cool shot button,Low Noise(Black)",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61Z2SCVNoiL._AC_UL320_.jpg,,"1,024",,,$129.99,BaBylissPRO Nano Titanium Portofino Full-Size Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61WFt3pAZsL._AC_UL320_.jpg,,"2,242",,,$79.99,"BaBylissPRO BABTT5585 Tourmaline Titanium 3000 Dryer, Red",,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51ZbNE9FBZL._AC_UL320_.jpg,,135,,,$24.99,Folding Hair Dryer Compact Travel Blow Dryer AC Motor Infrared Professional Salon Hair Dryer Negative Ionic Low Noise Hair Dryer 3 Heat Settings Lightweight Mini 8x7inch Hair Dryer for Men and Women,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/519rEBsrcCL._AC_UL320_.jpg,,18,,,$39.99,3 in 1 Professional Hair Dryer Negative Ionic Blow Dryer with Diffuser and Concentrator Nozzles-3 Temperature & 2 Speed Low Noise Lightweight for Home and Travel,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/81iJhU0Z0IL._AC_UL320_.jpg,,311,,,$18.99,"Remington Impact Resistant Hair Dryer, D4200",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61w9eF18rAL._AC_UL320_.jpg,,246,,,$43.45,Deinppa Ionic Hair Dryer AC 2100W Professional Salon Blow Dryer Low Noise Fast Dry with Ceramic+Tourmaline Technology With GFCI,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/312VDEGHJWL._AC_UL320_.jpg,,"2,291",,,"$38.87,$46.99",Conair 1875 Watt Pro Style Bonnet Hair Dryer,,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/519aHWejHAL._AC_UL320_.jpg,,"1,925",,,$33.58,Bed Head Curls in Check 1875 Watt Diffuser Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61b2zTKlmPL._AC_UL320_.jpg,,76,,,$49.85,"ROSILY 2200W Salon Hair Dryer, Professional 2 in 1 Blow Styling Blowdryer, Low Noise Salon Long Cord, With Concentrator, Comb Nozzle, 4 Speed 6 Heat Settings, 20 Year Lifespan",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71A3mTJ4+YL._AC_UL320_.jpg,,247,,,"$28.50,$29.99","BaBylissPRO BABNT5510 Nano Titanium Bambino Compact Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61ShVelKXEL._AC_UL320_.jpg,,"1,959",,,$28.99,"JINRI 1875W Professional Salon Grade Hair Dryer,DC Motor Negative Ionic Blow Dryer with 2 Speed 3 Heat Settings Cool Button,Concentrator & Diffuser Attachments",,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61w9eF18rAL._AC_UL320_.jpg,,246,,,$43.45,Deinppa Ionic Hair Dryer AC 2100W Professional Salon Blow Dryer Low Noise Fast Dry with Ceramic+Tourmaline Technology With GFCI,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61ShVelKXEL._AC_UL320_.jpg,,"1,959",,,$28.99,"JINRI 1875W Professional Salon Grade Hair Dryer,DC Motor Negative Ionic Blow Dryer with 2 Speed 3 Heat Settings Cool Button,Concentrator & Diffuser Attachments",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/81T0Th9mUwL._AC_UL320_.jpg,,51,,,$59.95,"[Newest 2020] Professional Ionic Salon Hair Dryer, 2200 Watt Powerful AC Motor Ceramic Tourmaline Ion Blow Dryer, Quiet Hair Dryers with Diffuser & 2 Concentrator Nozzle Attachments Black/Red",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71vy46A5DRL._AC_UL320_.jpg,,810,,,"$19.99,$30.99","Conair 1875 Watt 3-in-1 Styling Hair Dryer; 3 Attachments to Detangle / Straighten / Volumize , Black/Silver",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51whAl085LL._AC_UL320_.jpg,,"3,683",,,$56.85,"Professional Ionic Salon Hair Dryer, Powerful 2200 watt Ceramic Tourmaline Blow Dryer, Pro Ion quiet Hairdryer with 2 Concentrator Nozzle Attachments - Best Soft Touch Body/Black& Rose Gold",,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61--oaCcioL._AC_UL320_.jpg,,683,,,$99.99,"BaBylissPRO BABTTW5586 Tourmaline Titanium 5000 Dryer, White",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/312VDEGHJWL._AC_UL320_.jpg,,"2,291",,,"$38.87,$46.99",Conair 1875 Watt Pro Style Bonnet Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71ZOJLm-0sL._AC_UL320_.jpg,,405,,,$14.49,Conair 1875 Watt Turbo Hair Dryer; Black,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71X1pNfdX5L._AC_UL320_.jpg,,"4,016",,,$79.99,"BaBylissPRO BABNT5548 Nano Titanium Hair Dryer, 2000 Watt",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61J+99zcMoL._AC_UL320_.jpg,,"3,055",,,"$24.94,$34.99",INFINITIPRO BY CONAIR 1875 Watt Salon Performance AC Motor Styling Tool/Hair Dryer; Orange,,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61w9eF18rAL._AC_UL320_.jpg,,246,,,$43.45,Deinppa Ionic Hair Dryer AC 2100W Professional Salon Blow Dryer Low Noise Fast Dry with Ceramic+Tourmaline Technology With GFCI,,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61Z2SCVNoiL._AC_UL320_.jpg,,"1,024",,,$129.99,BaBylissPRO Nano Titanium Portofino Full-Size Dryer,,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,,,,,,,,,,
hair dryer,amazonlist,,,,,,,,,,
category,channel,etc,maker,nReview,nSold,options,price,productName,site_productID,updateDate,url
hair dryer,amazonlist,https://m.media-amazon.com/images/I/81T0Th9mUwL._AC_UL320_.jpg,,51,,"Newest 2020] Professional Ionic Salon Hair Dryer, 2200 Watt Powerful AC Motor Ceramic Tourmaline Ion Blow Dryer, Quiet Hair Dryers with Diffuser & 2 Concentrator Nozzle Attachments Black/Red",5995,"[Newest 2020] Professional Ionic Salon Hair Dryer, 2200 Watt Powerful AC Motor Ceramic Tourmaline Ion Blow Dryer, Quiet Hair Dryers with Diffuser & 2 Concentrator Nozzle Attachments Black/Red",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/41UANtF8Y0L._AC_UL320_.jpg,,72,,"aBylissPRO BF7000 Rapido Hair Dryer, Black",17999,"BaBylissPRO BF7000 Rapido Hair Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/41J4L2-9S0L._AC_UL320_.jpg,,880,,"aBylissPRO BP6685 Porcelain Ceramic Carrera2 Dryer, Black",8999,"BaBylissPRO BP6685 Porcelain Ceramic Carrera2 Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61WO2Nkw81L._AC_UL320_.jpg,,"4,349",,"aBylissPRO BAB2000 Ceramix Xtreme Dryer, Black, 2000 Watt",5995,"BaBylissPRO BAB2000 Ceramix Xtreme Dryer, Black, 2000 Watt",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71JhK58ysIL._AC_UL320_.jpg,,32,,"air Dryer for Travel&Home, 1600W Lightweight Negative Ionic Hair Blow Dryer, 3 Heat Settings, Cool Settings, Diffuser and Concentrator Nozzles",3999,"Hair Dryer for Travel&Home, 1600W Lightweight Negative Ionic Hair Blow Dryer, 3 Heat Settings, Cool Settings, Diffuser and Concentrator Nozzles",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61Z2SCVNoiL._AC_UL320_.jpg,,"1,024",,aBylissPRO Nano Titanium Portofino Full-Size Dryer,12999,BaBylissPRO Nano Titanium Portofino Full-Size Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71PlZqafLML._AC_UL320_.jpg,,141,,"IPOZI Pro 1875 W Negative Ions Hair Dryer Ceramic Fast Dry Lightweight Hair Blow Dryer with 2 Speed and 3 Heat Settings,Diffuser Concentrator &Cool shot button,Low Noise(Black)",3506,"KIPOZI Pro 1875 W Negative Ions Hair Dryer Ceramic Fast Dry Lightweight Hair Blow Dryer with 2 Speed and 3 Heat Settings,Diffuser Concentrator &Cool shot button,Low Noise(Black)",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61w9eF18rAL._AC_UL320_.jpg,,246,,einppa Ionic Hair Dryer AC 2100W Professional Salon Blow Dryer Low Noise Fast Dry with Ceramic+Tourmaline Technology With GFCI,4345,Deinppa Ionic Hair Dryer AC 2100W Professional Salon Blow Dryer Low Noise Fast Dry with Ceramic+Tourmaline Technology With GFCI,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/41J4L2-9S0L._AC_UL320_.jpg,,880,,"aBylissPRO BP6685 Porcelain Ceramic Carrera2 Dryer, Black",8999,"BaBylissPRO BP6685 Porcelain Ceramic Carrera2 Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71A3mTJ4+YL._AC_UL320_.jpg,,247,,"aBylissPRO BABNT5510 Nano Titanium Bambino Compact Dryer, Black",2849,"BaBylissPRO BABNT5510 Nano Titanium Bambino Compact Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/81T0Th9mUwL._AC_UL320_.jpg,,51,,"Newest 2020] Professional Ionic Salon Hair Dryer, 2200 Watt Powerful AC Motor Ceramic Tourmaline Ion Blow Dryer, Quiet Hair Dryers with Diffuser & 2 Concentrator Nozzle Attachments Black/Red",5995,"[Newest 2020] Professional Ionic Salon Hair Dryer, 2200 Watt Powerful AC Motor Ceramic Tourmaline Ion Blow Dryer, Quiet Hair Dryers with Diffuser & 2 Concentrator Nozzle Attachments Black/Red",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/41J4L2-9S0L._AC_UL320_.jpg,,880,,"aBylissPRO BP6685 Porcelain Ceramic Carrera2 Dryer, Black",8999,"BaBylissPRO BP6685 Porcelain Ceramic Carrera2 Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61WO2Nkw81L._AC_UL320_.jpg,,"4,349",,"aBylissPRO BAB2000 Ceramix Xtreme Dryer, Black, 2000 Watt",5995,"BaBylissPRO BAB2000 Ceramix Xtreme Dryer, Black, 2000 Watt",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61ShVelKXEL._AC_UL320_.jpg,,"1,960",,"INRI 1875W Professional Salon Grade Hair Dryer,DC Motor Negative Ionic Blow Dryer with 2 Speed 3 Heat Settings Cool Button,Concentrator & Diffuser Attachments",2899,"JINRI 1875W Professional Salon Grade Hair Dryer,DC Motor Negative Ionic Blow Dryer with 2 Speed 3 Heat Settings Cool Button,Concentrator & Diffuser Attachments",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/51fzlrdt5DL._AC_UL320_.jpg,,108,,OT TOOLS Professional 2000 Turbo Ionic Hair Dryer,8999,HOT TOOLS Professional 2000 Turbo Ionic Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61Z2SCVNoiL._AC_UL320_.jpg,,"1,024",,aBylissPRO Nano Titanium Portofino Full-Size Dryer,12999,BaBylissPRO Nano Titanium Portofino Full-Size Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61--oaCcioL._AC_UL320_.jpg,,683,,"aBylissPRO BABTTW5586 Tourmaline Titanium 5000 Dryer, White",9999,"BaBylissPRO BABTTW5586 Tourmaline Titanium 5000 Dryer, White",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71JhK58ysIL._AC_UL320_.jpg,,32,,"air Dryer for Travel&Home, 1600W Lightweight Negative Ionic Hair Blow Dryer, 3 Heat Settings, Cool Settings, Diffuser and Concentrator Nozzles",3999,"Hair Dryer for Travel&Home, 1600W Lightweight Negative Ionic Hair Blow Dryer, 3 Heat Settings, Cool Settings, Diffuser and Concentrator Nozzles",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61Ap7e4s5iL._AC_UL320_.jpg,,"2,656",,"onair 1875 Watt Mid-Size Styler Hair Dryer, White",1598,"Conair 1875 Watt Mid-Size Styler Hair Dryer, White",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61WFt3pAZsL._AC_UL320_.jpg,,"2,242",,"aBylissPRO BABTT5585 Tourmaline Titanium 3000 Dryer, Red",7999,"BaBylissPRO BABTT5585 Tourmaline Titanium 3000 Dryer, Red",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71X1pNfdX5L._AC_UL320_.jpg,,"4,016",,"aBylissPRO BABNT5548 Nano Titanium Hair Dryer, 2000 Watt",7999,"BaBylissPRO BABNT5548 Nano Titanium Hair Dryer, 2000 Watt",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/41UANtF8Y0L._AC_UL320_.jpg,,72,,"aBylissPRO BF7000 Rapido Hair Dryer, Black",17999,"BaBylissPRO BF7000 Rapido Hair Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61WFt3pAZsL._AC_UL320_.jpg,,"2,242",,"aBylissPRO BABTT5585 Tourmaline Titanium 3000 Dryer, Red",7999,"BaBylissPRO BABTT5585 Tourmaline Titanium 3000 Dryer, Red",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71JhK58ysIL._AC_UL320_.jpg,,32,,"air Dryer for Travel&Home, 1600W Lightweight Negative Ionic Hair Blow Dryer, 3 Heat Settings, Cool Settings, Diffuser and Concentrator Nozzles",3999,"Hair Dryer for Travel&Home, 1600W Lightweight Negative Ionic Hair Blow Dryer, 3 Heat Settings, Cool Settings, Diffuser and Concentrator Nozzles",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/41UANtF8Y0L._AC_UL320_.jpg,,72,,"aBylissPRO BF7000 Rapido Hair Dryer, Black",17999,"BaBylissPRO BF7000 Rapido Hair Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61WFt3pAZsL._AC_UL320_.jpg,,"2,242",,"aBylissPRO BABTT5585 Tourmaline Titanium 3000 Dryer, Red",7999,"BaBylissPRO BABTT5585 Tourmaline Titanium 3000 Dryer, Red",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/614P5F5BCGL._AC_UL320_.jpg,,922,,niversal Collapsible Hair Dryer Diffuser - Travel and Easy Storage - Fit Most of Hair Dryers-Black,1265,Universal Collapsible Hair Dryer Diffuser - Travel and Easy Storage - Fit Most of Hair Dryers-Black,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/81wmOCTcTwL._AC_UL320_.jpg,,"5,944",,"emington D3190 Damage Protection Hair Dryer with Ceramic + Ionic + Tourmaline Technology, Purple",1784,"Remington D3190 Damage Protection Hair Dryer with Ceramic + Ionic + Tourmaline Technology, Purple",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61orPK+erSL._AC_UL320_.jpg,,81,,"ackyshop Hair Dryer,Negative Ionic Salon Hair Blow Dryer with Diffuser & Concentrator 1800w Quick Drying,3 Temperature 2 Speed & 1 Cool Setting,Less Hair Damage,Light Weight Low Noise.",4299,"Jackyshop Hair Dryer,Negative Ionic Salon Hair Blow Dryer with Diffuser & Concentrator 1800w Quick Drying,3 Temperature 2 Speed & 1 Cool Setting,Less Hair Damage,Light Weight Low Noise.",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71A3mTJ4+YL._AC_UL320_.jpg,,247,,"aBylissPRO BABNT5510 Nano Titanium Bambino Compact Dryer, Black",2849,"BaBylissPRO BABNT5510 Nano Titanium Bambino Compact Dryer, Black",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71PlZqafLML._AC_UL320_.jpg,,141,,"IPOZI Pro 1875 W Negative Ions Hair Dryer Ceramic Fast Dry Lightweight Hair Blow Dryer with 2 Speed and 3 Heat Settings,Diffuser Concentrator &Cool shot button,Low Noise(Black)",3506,"KIPOZI Pro 1875 W Negative Ions Hair Dryer Ceramic Fast Dry Lightweight Hair Blow Dryer with 2 Speed and 3 Heat Settings,Diffuser Concentrator &Cool shot button,Low Noise(Black)",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61w9eF18rAL._AC_UL320_.jpg,,246,,einppa Ionic Hair Dryer AC 2100W Professional Salon Blow Dryer Low Noise Fast Dry with Ceramic+Tourmaline Technology With GFCI,4345,Deinppa Ionic Hair Dryer AC 2100W Professional Salon Blow Dryer Low Noise Fast Dry with Ceramic+Tourmaline Technology With GFCI,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71ZOJLm-0sL._AC_UL320_.jpg,,405,,onair 1875 Watt Turbo Hair Dryer; Black,1449,Conair 1875 Watt Turbo Hair Dryer; Black,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71mlubTuT2L._AC_UL320_.jpg,,248,,HI Rocket Hair Dryer,6050,CHI Rocket Hair Dryer,,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61bUI2NzgrL._AC_UL320_.jpg,,"4,203",,"onair 1875 Watt Full Size Pro Hair Dryer with Ionic Conditioning, Black/Chrome",1449,"Conair 1875 Watt Full Size Pro Hair Dryer with Ionic Conditioning, Black/Chrome",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/71IS6Ef2ZAL._AC_UL320_.jpg,,227,,"anasonic Compact Hair Dryer with Nanoe Technology for Smoother, Shinier Hair, includes Quick-Dry Nozzle and Folding Handle for Travel, EH-NA27-K",6699,"Panasonic Compact Hair Dryer with Nanoe Technology for Smoother, Shinier Hair, includes Quick-Dry Nozzle and Folding Handle for Travel, EH-NA27-K",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/616m9c7Uq6L._AC_UL320_.jpg,,173,,"OOMMATE Mini Travel Hair Dryer 1000W Folding Handle Blow Dryer with Bag, Hot and Cool, 2 Speed Setting, Safety Protection (Matte Black)",2149,"ZOOMMATE Mini Travel Hair Dryer 1000W Folding Handle Blow Dryer with Bag, Hot and Cool, 2 Speed Setting, Safety Protection (Matte Black)",,,
hair dryer,amazonlist,https://m.media-amazon.com/images/I/61e9aKW3HiL._AC_UL320_.jpg,,86,,"niversal Hair Diffuser-Adaptable for hair Dryers with D-1.4-Inch to 2.6-Inch,Professional Blow Dryer Diffuser to Maximize Frizz-Free Volume And Enhance Natural Curly Hair (Black)",1599,"Universal Hair Diffuser-Adaptable for hair Dryers with D-1.4-Inch to 2.6-Inch,Professional Blow Dryer Diffuser to Maximize Frizz-Free Volume And Enhance Natural Curly Hair (Black)",,,
